tweet,text,hashtag,mention,username,like_count,retweet_count,tweet_length,tweet_word_count
champ got new lid 2023 # f1 @ max33verstappen,champ got new lid 2023,f1 ,max33verstappen   ,F1,2178,121,80,11
detail world-first f1 exhibition # f1 @ f1exhibition,detail world-first f1 exhibition,f1 ,f1exhibition   ,F1,969,177,93,11
"saved life - romain grosjean first time , remains grosjean car dramatic 2020 crash bahrain go display . fan visiting brand new @ f1exhibition madrid able see . opening 24 march # f1","saved life - romain grosjean first time , remains grosjean car dramatic 2020 crash bahrain go display . fan visiting brand new madrid able see . opening 24 march",f1 ,f1exhibition ,F1,8973,963,272,47
eye # f1testing start feb 23 ! # f1,eye start feb 23 !,f1testing  f1 ,,F1,9346,647,69,10
journey far # f1 @ lewishamilton,journey far,f1 ,lewishamilton ,F1,15393,1373,77,11
vote ... @ mercedesamgf1 @ scuderiaferrari @ alfaromeof1 # f1,vote ...,f1 ,mercedesamgf1   scuderiaferrari   alfaromeof1   ,F1,50057,2310,103,12
one stand mind ? # f1,one stand mind ?,f1 ,,F1,5544,189,65,10
"wishing speedy recovery , lance full story # f1","wishing speedy recovery , lance full story",f1   ,,F1,1765,114,82,11
breaking : lance stroll miss pre-season testing bahrain training accident # f1,breaking : lance stroll miss pre-season testing bahrain training accident,f1 ,,F1,31490,1541,113,14
look nyck ! special episode access dropped : join @ nyckdevries first f1 car launch - new york fashion week alphatauri # f1 # alphatauri,look nyck ! special episode access dropped : join first f1 car launch - new york fashion week alphatauri,f1  alphatauri,nyckdevries ,F1,1652,133,179,31
nominee ... @ max33verstappen @ redbullracing # f1,nominee ...,f1   ,max33verstappen  redbullracing   ,F1,4115,271,95,10
coming soon : nyck hit new york ! > > # f1 # alphatauri,coming soon : nyck hit new york ! > >,f1  alphatauri ,,F1,2441,147,110,12
. . back ! # f1testing week # f1,. . back ! week,f1testing  f1 ,,F1,23705,1877,69,10
# f1 launch season = done ! one favourite ?,launch season = done ! one favourite ?,f1 ,,F1,25752,1358,85,13
2023 season campaign no.11 @ lewishamilton mercedes partnership # f1 @ mercedesamgf1,2023 season campaign no.11 mercedes partnership,f1 ,lewishamilton  mercedesamgf1 ,F1,20987,1128,132,17
head 2023 season experience side ? # f1,head 2023 season experience side ?,f1 ,,F1,13536,834,92,14
rookie shine brightest 2023 ? # f1,rookie shine brightest 2023 ?,f1 ,,F1,11410,610,77,11
"let go , @ formula2 star tomorrow headed track week pre-season testing bahrain # f1 # roadtof1","let go , star tomorrow headed track week pre-season testing bahrain",f1  roadtof1 ,formula2 ,F1,3492,215,149,23
stellar rookie season @ mclarenf1 ... hamilton . norris . piastri ? # f1,stellar rookie season ... hamilton . norris . piastri ?,f1   ,mclarenf1,F1,3440,302,124,17
far away big 250 @ scuderiaferrari ! # f1 successful team make big round number pole win 2023 ?,far away big 250 ! successful team make big round number pole win 2023 ?,f1 ,scuderiaferrari,F1,10036,480,170,27
attacking midfielders unite zinedine zidane link @ alpinef1team embark mission catch top three team f1 # f1,attacking midfielders unite zinedine zidane link embark mission catch top three team f1,f1   ,alpinef1team ,F1,1797,173,173,26
... ... one week drive survive : season 5 drop @ netflix ! # drivetosurvive # f1,... ... one week drive survive : season 5 drop !,drivetosurvive  f1 ,netflix,F1,43237,3989,120,16
alpine announced jack doohan reserve driver 2023 # f1,alpine announced jack doohan reserve driver 2023,f1  ,,F1,2245,147,98,14
23 grand prix 20 world best driver new formula 1 season almost ... ordinary sport # f1,23 grand prix 20 world best driver new formula 1 season almost ... ordinary sport,f1 ,,F1,20915,3373,150,26
dominated timing chart f2 's pre-season testing ? read round-up bahrain # f2 # roadtof1,dominated timing chart f2 's pre-season testing ? read round-up bahrain,f2  roadtof1  ,,F1,1454,183,142,19
williams fw45 # f1 @ williamsracing,williams fw45,f1 ,williamsracing ,F1,2632,267,58,5
alphatauri at04 # f1 @ alphataurif1,alphatauri at04,f1 ,alphataurif1 ,F1,2856,247,58,5
haas vf-23 # f1 @ haasf1team,haas vf-23,f1 ,haasf1team ,F1,2253,249,51,5
aston martin amr23 # f1 @ astonmartinf1,aston martin amr23,f1 ,astonmartinf1 ,F1,2373,238,62,6
alfa romeo c43 # f1 @ alfaromeof1,alfa romeo c43,f1 ,alfaromeof1 ,F1,2389,172,56,6
mclaren mcl60 # f1 @ mclarenf1,mclaren mcl60,f1 ,mclarenf1 ,F1,2193,252,53,5
alpine a523 # f1 @ alpinef1team,alpine a523,f1 ,alpinef1team ,F1,1725,192,54,5
mercedes w14 # f1 @ mercedesamgf1,mercedes w14,f1 ,mercedesamgf1 ,F1,4379,423,56,5
ferrari sf-23 # f1 @ scuderiaferrari,ferrari sf-23,f1 ,scuderiaferrari ,F1,4050,393,59,5
red bull rb19 # f1 @ redbullracing,red bull rb19,f1 ,redbullracing ,F1,2760,333,58,6
every car hit track 2023 thread ... # f1,every car hit track 2023 thread ...,f1,,F1,4952,565,63,14
setting soundtrack weekend @ raye new track worth tune @ spotify ! # f1 # f1tracks,setting soundtrack weekend new track worth tune !,f1  f1tracks,raye  spotify ,F1,1035,186,122,23
"difficult winter break , esteban ocon insists stronger ever , eye return podium # f1","difficult winter break , esteban ocon insists stronger ever , eye return podium",f1   ,,F1,1040,97,161,27
"new team new challenge may await pierre gasly year , ready ever # f1","new team new challenge may await pierre gasly year , ready ever",f1   ,,F1,1749,140,127,22
closer look change @ alpinef1team 2023 a523 car predecessor # f1,closer look change 2023 a523 car predecessor,f1 ,alpinef1team ,F1,3416,341,119,18
new line-up a523 help @ alpinef1team break big three ? # f1,new line-up a523 help break big three ?,f1   ,alpinef1team ,F1,1340,132,110,17
"2023 grid complete ! bring season , ready ! # f1","2023 grid complete ! bring season , ready !",f1 ,,F1,38171,4987,94,15
exciting new chapter @ pierregasly @ oconesteban life-long friendship story # f1 @ alpinef1team,exciting new chapter life-long friendship story,f1 ,pierregasly  oconesteban  alpinef1team ,F1,3835,255,135,16
time update spotter guide first three race 2023 ! alpine pink livery return a523 # f1 @ alpinef1team,time update spotter guide first three race 2023 ! alpine pink livery return a523,f1 ,alpinef1team ,F1,8227,534,157,24
new look overall @ pierregasly @ oconesteban new seson ! x @ alpinef1team # f1,new look overall new seson ! x,f1 ,pierregasly  oconesteban  alpinef1team   ,F1,4961,397,121,17
"different team , new team mate new season , .... @ yukitsunoda07 @ pierregasly bromances life # f1 @ alpinef1team","different team , new team mate new season , .... bromances life",f1 ,yukitsunoda07  pierregasly  alpinef1team ,F1,8743,756,159,21
meet @ alpinef1team newest ambassador .... french footballing legend zinedine zidane ! # f1,meet newest ambassador .... french footballing legend zinedine zidane !,f1 ,alpinef1team ,F1,12693,1601,120,12
"karting buddy , team mate f1 wait see 2023 pan @ oconesteban @ pierregasly ! # f1 @ alpinef1team","karting buddy , team mate f1 wait see 2023 pan !",f1 ,oconesteban  pierregasly alpinef1team ,F1,8097,470,162,25
spot difference ( difficult level ) # f1,spot difference ( difficult level ),f1 ,,F1,13041,1020,69,8
"pink panther back ! alpine return pink colour scheme a523 bahrain , saudi arabia australia # f1 @ alpinef1team","pink panther back ! alpine return pink colour scheme a523 bahrain , saudi arabia australia",f1 ,alpinef1team ,F1,16720,1056,170,26
final car grid revealed ! meet alpine a523 # f1 @ alpinef1team,final car grid revealed ! meet alpine a523,f1 ,alpinef1team   ,F1,2266,204,115,18
beauty # f1 @ alpinef1team,beauty,f1 ,alpinef1team ,F1,2057,269,58,7
introducing a523 ! alpine stunning blue pink livery return 2023 season wait see track ! # f1 @ alpinef1team,introducing a523 ! alpine stunning blue pink livery return 2023 season wait see track !,f1 ,alpinef1team ,F1,7736,576,176,28
final launch 2023 ! watch @ alpinef1team pull cover new a523 ! # f1,final launch 2023 ! watch pull cover new a523 !,f1,alpinef1team ,F1,1636,108,91,17
1 week testing ... pumped bahrain ? share excitement emoji # f1,1 week testing ... pumped bahrain ? share excitement emoji,f1,,F1,3167,143,97,17
"excitement level : drive survive , season 5 almost","excitement level : drive survive , season 5 almost",,,F1,34366,4990,89,12
want see mick back seat 2024 ? # f1,want see mick back seat 2024 ?,f1   ,,F1,7872,458,78,13
"driver helmet update : @ alo_oficial , @ oconesteban , @ yukitsunoda07 & @ landonorris edition # f1","driver helmet update : , , & edition",f1 ,alo_oficial oconesteban yukitsunoda07  landonorris ,F1,5050,207,122,12
* quite * busy week # f1 land paying attention ?,* quite * busy week land paying attention ?,f1 ,,F1,1384,67,101,16
w name ... w nature ? first thought striking black @ mercedesamgf1 w14 # f1,w name ... w nature ? first thought striking black w14,f1   ,mercedesamgf1 ,F1,2320,114,130,21
"pirelli announced tyre choice first three race year , new compound coming play # f1","pirelli announced tyre choice first three race year , new compound coming play",f1   ,,F1,3110,180,155,26
day brazil @ georgerussell63 never forget hope birthday boy pick win 2023 ! # f1 @ mercedesamgf1,day brazil never forget hope birthday boy pick win 2023 !,f1 ,georgerussell63  mercedesamgf1 ,F1,5897,393,163,26
"2022 marked challenging season mercedes , team turn around year ? toto wolff say # f1","2022 marked challenging season mercedes , team turn around year ? toto wolff say",f1   ,,F1,2005,89,162,28
"seems like @ lewishamilton passion fashion rubbing team principal toto wolff nice kick , toto ! # f1 @ mercedesamgf1","seems like passion fashion rubbing team principal toto wolff nice kick , toto !",f1 ,lewishamilton  mercedesamgf1 ,F1,10206,462,162,23
reflective grateful @ lewishamilton look forward 2023 season ahead # f1 @ mercedesamgf1,reflective grateful look forward 2023 season ahead,f1 ,lewishamilton  mercedesamgf1 ,F1,4761,294,127,16
evolution @ mercedesamgf1 w14 assist team return winning way ? # f1,evolution w14 assist team return winning way ?,f1   ,mercedesamgf1 ,F1,2227,110,126,19
contract talk started lewis hamilton mercedes # f1 @ mercedesamgf1,contract talk started lewis hamilton mercedes,f1 ,mercedesamgf1   ,F1,2685,144,112,13
birthday day @ georgerussell63 ! wait make even wonderful memory season ! # f1 @ mercedesamgf1,birthday day ! wait make even wonderful memory season !,f1 ,georgerussell63 mercedesamgf1 ,F1,5832,451,163,24
mercedes reveal reason behind return black colour scheme w14 ! # f1 @ mercedesamgf1,mercedes reveal reason behind return black colour scheme w14 !,f1 ,mercedesamgf1   ,F1,3351,174,134,19
thing love see reserve driver @ schumachermick @ mercedesamgf1 overall ! # f1,thing love see reserve driver overall !,f1 ,schumachermick  mercedesamgf1 ,F1,26182,1562,119,16
w14 stack last year w13 ? let find ! # f1 @ mercedesamgf1,w14 stack last year w13 ? let find !,f1 ,mercedesamgf1 ,F1,9972,899,115,18
lewis hamilton ready get back winning way 2023 # f1 @ lewishamilton @ mercedesamgf1,lewis hamilton ready get back winning way 2023,f1 ,lewishamilton  mercedesamgf1   ,F1,4212,244,126,18
bring season @ georgerussell63 @ lewishamilton dressed impress new race suit x @ mercedesamgf1 # f1,bring season dressed impress new race suit x,f1 ,georgerussell63  lewishamilton  mercedesamgf1   ,F1,11476,580,153,22
"silver , black # w14 compare predecessor ? # f1 @ mercedesamgf1","silver , black compare predecessor ?",w14  f1 ,mercedesamgf1 ,F1,44374,2997,133,21
"mercedes reveal w14 , car hope lead return glory # f1 @ mercedesamgf1","mercedes reveal w14 , car hope lead return glory",f1 ,mercedesamgf1  ,F1,5432,353,119,18
angle w14 ! # f1 @ mercedesamgf1,angle w14 !,f1 ,mercedesamgf1 ,F1,11385,1499,72,10
back black 2023 ! ! ! @ mercedesamgf1 unveiled 2023 car - w14 # f1 @ mercedesamgf1,back black 2023 ! ! ! unveiled 2023 car - w14,f1 ,mercedesamgf1  mercedesamgf1 ,F1,43833,4297,128,19
let unveil @ mercedesamgf1 2023 challenger ! watch live meet @ lewishamilton @ georgerussell63 new car # f1,let unveil 2023 challenger ! watch live meet new car,f1,mercedesamgf1  lewishamilton  georgerussell63 ,F1,3527,209,124,18
"happy birthday @ georgerussell63 ! hope brilliant day , wait see new @ mercedesamgf1 car ! # f1","happy birthday ! hope brilliant day , wait see new car !",f1 ,georgerussell63 mercedesamgf1 ,F1,15356,1064,154,24
"aston martin 2023 challenger need lot point beyond ? team sight set much , much higher ... # f1 @ astonmartinf1","aston martin 2023 challenger need lot point beyond ? team sight set much , much higher ...",f1 ,astonmartinf1   ,F1,1362,88,169,24
icymi : @ scuderiaferrari sf-23 launch love letter f1 tifosi # f1,icymi : sf-23 launch love letter f1 tifosi,f1 ,scuderiaferrari ,F1,10654,1037,108,16
antipasti make drive fasti @ carlossainz55 looking trim kilo bahrain ... living italy make difficult ! # f1 @ scuderiaferrari,antipasti make drive fasti looking trim kilo bahrain ... living italy make difficult !,f1 ,carlossainz55  scuderiaferrari ,F1,7740,381,194,28
mclaren looking turn fortune around # f1 @ mclarenf1,mclaren looking turn fortune around,f1 ,mclarenf1   ,F1,1165,45,89,11
"'m motivated , 'm happy thing 'm seeing @ alo_oficial revved season # f1 @ astonmartinf1","'m motivated , 'm happy thing 'm seeing revved season",f1 ,alo_oficial  astonmartinf1   ,F1,1975,86,154,22
oh missed @ charles_leclerc @ carlossainz55 banter think fan new car ! # f1 @ scuderiaferrari,oh missed banter think fan new car !,f1 ,charles_leclerc  carlossainz55  scuderiaferrari ,F1,19934,1982,152,23
at04 lay rubber @ yukitsunoda07 behind wheel x @ alphataurif1 # f1,at04 lay rubber behind wheel x,f1   ,yukitsunoda07  alphataurif1   ,F1,3816,245,123,17
"evolution , revolution word @ scuderiaferrari let take closer look 2023 competitor , # sf23 # f1","evolution , revolution word let take closer look 2023 competitor ,",sf23  f1   ,scuderiaferrari ,F1,2225,160,154,23
2022 f1-75 versus all-new # sf23 # f1 @ scuderiaferrari,2022 f1-75 versus all-new,sf23  f1 ,scuderiaferrari ,F1,8721,851,88,11
team ferrari @ charles_leclerc @ carlossainz55 achieve year ahead ? # f1 @ scuderiaferrari,team ferrari achieve year ahead ?,f1 ,charles_leclerc  carlossainz55  scuderiaferrari ,F1,12525,731,135,17
